"Date","Open","High","Low","Close","Adj.Close","Volume","sma","pricevolatility"
"2017-07-27",148000,148500,144500,146500,115042.2734375,552184,151025,4000
"2017-07-28",146500,150000,146500,149500,117398.0625,857408,150525,3500
"2017-07-31",149500,149500,144500,145000,113864.3515625,871600,149600,5000
"2017-08-01",145000,147000,144500,145500,114256.9765625,415903,148950,2500
"2017-08-02",146500,148000,145500,147500,115827.5234375,462222,148525,2500
"2017-08-03",147500,149500,146000,148500,116612.7890625,643295,148175,3500
"2017-08-04",148000,151000,147000,150000,117790.6796875,520334,148100,4000
"2017-08-07",150500,151000,148000,148000,116220.1640625,280334,148100,3000
"2017-08-08",147000,147500,143500,144000,113079.0546875,655022,147900,4000
"2017-08-09",145000,146000,144000,146000,114649.6171875,391355,147750,2000
"2017-08-10",144500,146500,144000,145000,113864.3515625,576598,147550,2500
"2017-08-11",143500,145500,141000,142000,111508.515625,607681,146950,4500
"2017-08-14",142500,146000,142000,144500,113471.7109375,319856,146650,4000
"2017-08-16",145000,146000,143000,144500,113471.7109375,417168,146475,3000
"2017-08-17",143000,144500,141500,144000,113079.0546875,250791,146250,3000
"2017-08-18",144000,145500,143500,144500,113471.7109375,253371,146075,2000
"2017-08-21",145000,148500,143500,148000,116220.1640625,430402,146100,5000
"2017-08-22",148000,150000,145000,147000,115434.875,533818,146200,5000
"2017-08-23",146500,147500,145500,146500,115042.2734375,245112,146225,2000
"2017-08-24",146500,147000,143500,143500,112686.453125,505047,146000,3500
"2017-08-25",143500,145500,143000,144500,113471.7109375,362052,145900,2500
"2017-08-28",144000,146000,144000,144500,113471.7109375,319822,145650,2000
"2017-08-29",143000,144500,142500,144000,113079.0546875,332462,145600,2000
"2017-08-30",142500,144000,138500,143000,112293.796875,762771,145475,5500
"2017-08-31",142000,145000,139500,140500,110330.625,834907,145125,5500
"2017-09-01",141000,143500,139500,143000,112293.796875,541048,144850,4000
"2017-09-04",140000,142500,139500,140000,109937.984375,326756,144350,3000
"2017-09-05",141000,142000,137000,138000,108367.46875,546091,143850,5000
"2017-09-06",138000,138500,133500,136000,106796.8828125,694527,143450,5000
"2017-09-07",138000,139000,137000,138000,108367.46875,531212,143050,2000
"2017-09-08",138000,138500,133000,135500,106404.265625,637658,142575,5500
"2017-09-11",134500,136500,133500,135000,106011.6171875,488905,142225,3000
"2017-09-12",135000,137500,134500,136000,106796.8828125,379325,141800,3000
"2017-09-13",136500,137500,133500,134000,105226.359375,588704,141275,4000
"2017-09-14",134000,137000,133000,137000,107582.1640625,904204,140925,4000
"2017-09-15",135500,137000,134000,136500,107189.5390625,369517,140525,3000
"2017-09-18",136500,137500,135500,137000,107582.1640625,415861,139975,2000
"2017-09-19",136500,141000,136500,140000,109937.984375,627903,139625,4500
"2017-09-20",141000,143000,139500,142000,111508.515625,618904,139400,3500
"2017-09-21",140500,142000,138500,141500,111115.8984375,467712,139300,3500
"2017-09-25",141000,143000,140000,141000,110723.2578125,307434,139125,3000
"2017-09-26",141000,141000,141000,141000,110723.2578125,0,138950,0
"2017-09-27",146000,149000,145500,147500,115827.5234375,623568,139125,3500
"2017-09-28",147000,148000,145000,147000,115434.875,541478,139325,3000
"2017-09-29",148500,151000,147500,150500,118183.3515625,808779,139825,3500
"2017-10-10",149500,152000,147500,151000,118575.953125,886098,140225,4500
"2017-10-11",151000,156500,151000,155000,121717.0546875,993821,140975,5500
"2017-10-12",155000,156500,152500,156500,122894.9609375,576444,141900,4000
"2017-10-13",155000,155500,152000,154500,121324.4140625,644646,142825,3500
"2017-10-16",154500,155000,152000,153000,120146.5078125,521198,143575,3000
"2017-10-17",153000,153500,148500,149500,117398.0625,510688,144275,5000
"2017-10-18",148000,153500,147000,150500,118183.3515625,695484,145050,6500
"2017-10-19",152000,154000,150500,151500,118968.6171875,474052,145825,3500
"2017-10-20",151500,152500,150500,151500,118968.6171875,227605,146700,2000
"2017-10-23",151000,153000,150500,151500,118968.6171875,387789,147425,2500
"2017-10-24",151500,152500,150000,151000,118575.953125,357958,148150,2500
"2017-10-25",150000,150500,146500,148500,116612.7890625,829299,148725,4000
"2017-10-26",148500,160000,148000,159500,125250.7734375,1550507,149700,12000
"2017-10-27",159500,161500,156500,158500,124465.5,776439,150525,5000
"2017-10-30",160000,160500,154500,156000,122502.3125,540408,151250,6000
"2017-10-31",157000,162000,156000,161000,126428.671875,905364,152250,6000
"2017-11-01",159000,162000,158500,160500,126036.046875,601287,153225,3500
"2017-11-02",159000,160500,158000,160000,125643.421875,353460,153850,2500
"2017-11-03",161000,164000,159500,161500,126821.3046875,426678,154575,4500
"2017-11-06",160000,163000,157500,158500,124465.5,530662,154975,5500
"2017-11-07",157000,159500,153500,155000,121717.0546875,754723,155175,6000
"2017-11-08",153500,157000,153500,155000,121717.0546875,384213,155175,3500
"2017-11-09",156000,156000,153000,155500,122109.71875,543762,155125,3000
"2017-11-10",154000,155500,153500,154500,121324.4140625,333985,155125,2000
"2017-11-13",156500,161500,156000,160500,126036.046875,664551,155500,5500
"2017-11-14",160000,160500,157500,160500,126036.046875,493631,156050,3000
"2017-11-15",161500,163000,160000,161500,126821.3046875,568064,156600,3000
"2017-11-16",162000,162000,158000,159500,125250.7734375,392185,157000,4000
"2017-11-17",158000,159000,156000,157000,123287.609375,493488,157275,3000
"2017-11-20",155500,157500,154000,156500,122894.9609375,392823,157525,3500
"2017-11-21",157000,158500,156000,157000,123287.609375,279920,157825,2500
"2017-11-22",157000,159000,155000,155000,121717.0546875,298605,158150,4000
"2017-11-23",156000,157000,154500,157000,123287.609375,327088,158025,2500
"2017-11-24",156000,159500,155500,159000,124858.1484375,414474,158050,4000
"2017-11-27",158500,160000,158000,158500,124465.5,508762,158175,2000
"2017-11-28",156500,160500,155000,157000,123287.609375,360463,157975,5500
"2017-11-29",158000,161000,157500,160500,126036.046875,550470,157975,3500
"2017-11-30",163000,166500,162500,164500,129177.125,1207560,158200,4000
"2017-12-01",164500,165500,161500,161500,126821.3046875,529049,158200,4000
"2017-12-04",160500,160500,157500,160500,126036.046875,412767,158300,3000
"2017-12-05",159000,162500,159000,161500,126821.3046875,298181,158625,3500
"2017-12-06",159500,162500,159500,162000,127213.96875,435843,158975,3000
"2017-12-07",163000,163000,160000,161500,126821.3046875,317111,159275,3000
"2017-12-08",159500,161000,157000,158500,124465.5,562488,159475,4000
"2017-12-11",158000,158500,149500,150000,117790.6796875,1235495,158950,9000
"2017-12-12",149000,151500,148000,150000,117790.6796875,594577,158425,3500
"2017-12-13",151500,152500,150000,151500,118968.6171875,449530,157925,2500
"2017-12-14",151000,154500,150500,150500,118183.3515625,848663,157475,4000
"2017-12-15",151500,154000,150500,154000,120931.765625,414172,157325,3500
"2017-12-18",154000,155000,152000,154000,120931.765625,304658,157200,3000
"2017-12-19",154000,155500,152500,153000,120146.5078125,301402,157000,3000
"2017-12-21",151500,152500,150000,150000,117790.6796875,393766,156750,2500
"2017-12-22",151000,153000,150500,153000,120146.5078125,257517,156550,2500
"2017-12-26",152000,155000,151500,154000,120931.765625,319229,156300,3500
"2017-12-27",151500,157000,150000,156500,125336.578125,445829,156200,7000
"2017-12-28",154500,156000,152000,156000,124936.1484375,405259,156150,4000
"2018-01-02",150500,153000,149000,149500,119730.46875,731763,155600,4000
"2018-01-03",149000,151000,149000,150500,120531.3671875,450874,154900,2000
"2018-01-04",150500,151000,146000,146500,117327.859375,931558,154150,5000
"2018-01-05",146000,149000,145500,149000,119330.0546875,463695,153575,3500
"2018-01-08",148500,151000,147500,151000,120931.765625,482619,153050,3500
"2018-01-09",151000,152500,149500,152500,122133.0625,465845,152575,3000
"2018-01-10",152500,158000,152000,155500,124535.7109375,793679,152275,6000
"2018-01-11",156000,156500,152500,155000,124135.265625,476891,152100,4000
"2018-01-12",153500,156000,153500,154000,123334.421875,424738,152300,2500
"2018-01-15",154000,155000,151000,155000,124135.265625,315592,152550,4000
"2018-01-16",153500,158000,153000,158000,126537.90625,440542,152875,5000
"2018-01-17",157000,159000,156000,157500,126137.453125,363034,153225,3000
"2018-01-18",157500,158000,154000,155000,124135.265625,324686,153275,4000
"2018-01-19",155000,162000,154500,162000,129741.3984375,637243,153675,7500
"2018-01-22",162500,164000,158500,162500,130141.8125,582519,154150,5500
"2018-01-23",163000,167500,161000,161000,128940.4921875,727921,154700,6500
"2018-01-24",160500,162000,156000,156500,125336.578125,653451,154875,6000
"2018-01-25",155500,159000,154000,158500,126938.3515625,776214,155100,5000
"2018-01-26",155000,155500,149000,152500,122133.0625,1058626,154900,6500
"2018-01-29",153000,155500,152000,154500,123734.8359375,504827,154825,3500
"2018-01-30",155000,158000,154500,156000,124936.1484375,458611,155150,3500
"2018-01-31",157000,162000,154500,162000,129741.3984375,926031,155725,7500
"2018-02-01",161500,162000,158500,160500,128540.0859375,478000,156425,3500
"2018-02-02",161000,164000,160500,162500,130141.8125,813167,157100,3500
"2018-02-05",162500,163000,159000,159000,127338.7734375,670474,157500,4000
"2018-02-06",158000,161000,153500,157500,126137.453125,690538,157750,7500
"2018-02-07",157500,160500,156000,157500,126137.453125,552642,157850,4500
"2018-02-08",158500,163500,156500,161000,128940.4921875,883512,158150,7000
"2018-02-09",156500,158500,154500,155000,124135.265625,721962,158200,4000
"2018-02-12",155500,156500,153500,154000,123334.421875,554120,158150,3000
"2018-02-13",154000,155500,152000,152500,122133.0625,528608,157875,3500
"2018-02-14",152000,155000,152000,154500,123734.8359375,265716,157725,3000
"2018-02-19",156500,157000,154500,155000,124135.265625,265257,157725,2500
"2018-02-20",155000,156000,152500,153500,122933.9765625,218792,157300,3500
"2018-02-21",152500,161000,152500,160000,128139.640625,537567,157175,8500
"2018-02-22",159000,159500,156000,157000,125737,339005,156975,3500
"2018-02-23",158500,159500,157500,159000,127338.7734375,275917,157100,2000
"2018-02-26",159000,162000,157500,161000,128940.4921875,513314,157225,4500
"2018-02-27",160500,162000,160000,161000,128940.4921875,273491,157650,2000
"2018-02-28",159000,163000,158000,161500,129340.9609375,496851,158000,5000
"2018-03-02",158000,159000,154500,156000,124936.1484375,591106,158000,4500
"2018-03-05",155500,157000,152500,153000,122533.5390625,410894,157550,4500
"2018-03-06",154500,158000,154500,157000,125737,375611,157375,3500
"2018-03-07",154000,155000,152000,152500,122133.0625,598406,156875,3000
"2018-03-08",153500,155000,152000,154500,123734.8359375,488545,156650,3000
"2018-03-09",153500,155000,152500,154000,123334.421875,460548,156475,2500
"2018-03-12",154000,155500,153000,153500,122933.9765625,422236,156275,2500
"2018-03-13",152500,155000,152500,153500,122933.9765625,378343,155900,2500
"2018-03-14",152500,157000,152000,156000,124936.1484375,605609,155950,5000
"2018-03-15",156500,159000,155000,157500,126137.453125,367882,156125,4000
"2018-03-16",158000,159500,156000,157500,126137.453125,351970,156375,3500
"2018-03-19",152500,153000,150000,151500,121332.21875,749609,156225,3000
"2018-03-20",150500,153500,150000,152500,122133.0625,311027,156100,3500
"2018-03-21",152500,155000,152500,154500,123734.8359375,277076,156150,2500
"2018-03-22",154500,154500,152000,152500,122133.0625,330219,155775,2500
"2018-03-23",151000,153000,150500,151500,121332.21875,578521,155500,2500
"2018-03-26",151000,152500,149500,149500,119730.46875,466599,155025,3000
"2018-03-27",150000,154000,149500,154000,123334.421875,683470,154675,4500
"2018-03-28",153000,155000,148000,151500,121332.21875,905733,154200,7000
"2018-03-29",150500,152000,142500,143500,114925.25,1532300,153300,9500
"2018-03-30",144000,145500,142500,143500,114925.25,525910,152675,3000
"2018-04-02",144500,148500,144000,148500,118929.59375,569272,152450,4500
"2018-04-03",147000,152500,145500,152000,121732.65625,2258712,152200,7000
"2018-04-04",156000,159500,155000,156500,125336.578125,1198367,152400,4500
"2018-04-05",157000,158000,153500,154000,123334.421875,404008,152375,4500
"2018-04-06",155000,155500,152000,152500,122133.0625,377964,152300,3500
"2018-04-09",152000,153000,150500,151000,120931.765625,319141,152175,2500
"2018-04-10",150000,153000,149000,151000,120931.765625,371422,152050,4000
"2018-04-11",150500,152000,150000,150000,120130.921875,329076,151750,2000
"2018-04-12",151000,152500,150000,152000,121732.65625,297375,151475,2500
"2018-04-13",151500,152000,149500,150500,120531.3671875,425396,151125,2500
"2018-04-16",151000,154000,150000,153000,122533.5390625,303065,151200,4000
"2018-04-17",154000,158000,154000,157500,126137.453125,670905,151450,4000
"2018-04-18",158000,159500,157000,158500,126938.3515625,507655,151650,2500
"2018-04-19",157500,158000,155000,158000,126537.90625,344290,151925,3000
"2018-04-20",157000,160000,156500,160000,128139.640625,406412,152350,3500
"2018-04-23",160000,160000,157000,159500,127739.21875,284140,152850,3000
"2018-04-24",161500,165500,161500,162500,130141.8125,644850,153275,4000
"2018-04-25",162000,164000,160000,164000,131343.125,407673,153900,4000
"2018-04-26",164000,164000,154500,156500,125336.578125,861668,154550,9500
"2018-04-27",155000,161500,154000,158000,126537.90625,887506,155275,7500
"2018-04-30",159000,160500,157000,160000,128139.640625,351811,155850,3500
"2018-05-02",159000,160500,157000,160000,128139.640625,377086,156250,3500
"2018-05-03",162500,163000,160000,160000,128139.640625,324816,156425,3000
"2018-05-04",158000,160000,156500,158000,126537.90625,448848,156625,3500
"2018-05-08",158500,161000,154500,156000,124936.1484375,595219,156800,6500
"2018-05-09",154500,156000,153500,153500,122933.9765625,513770,156925,2500
"2018-05-10",152500,154000,150500,152000,121732.65625,747954,156975,3500
"2018-05-11",152000,154000,151500,153000,122533.5390625,319288,157125,2500
"2018-05-14",153500,154500,150500,151000,120931.765625,439028,157075,4000
"2018-05-15",150000,151500,148000,148500,118929.59375,611470,156975,3500
"2018-05-16",148500,151500,146000,150500,120531.3671875,599945,156850,5500
"2018-05-17",150500,151000,149500,149500,119730.46875,297968,156450,1500
"2018-05-18",148500,150000,148000,150000,120130.921875,330193,156025,2000
"2018-05-21",149500,151000,149000,149000,119330.0546875,332251,155575,2000
"2018-05-23",147000,148500,144000,144500,115726.109375,1062994,154800,4500
"2018-05-24",144000,144500,139000,140000,112122.203125,1387498,153825,5500
"2018-05-25",139500,141000,138500,139000,111321.3046875,697859,152650,2500
"2018-05-28",139000,140500,138000,138500,110920.8671875,498199,151375,2500
"2018-05-29",139500,141000,139000,140000,112122.203125,471953,150550,2000
"2018-05-30",138500,139500,136000,137500,110120.0078125,648596,149525,3500
"2018-05-31",139000,140000,137500,139000,111321.3046875,835047,148475,2500
"2018-06-01",138500,140000,137500,140000,112122.203125,395619,147475,2500
"2018-06-04",140000,144000,139000,143000,114524.8046875,903195,146625,5000
"2018-06-05",143500,144000,140500,142500,114124.3515625,374748,145850,3500
"2018-06-07",142000,144000,141500,142500,114124.3515625,511413,145175,2500
"2018-06-08",142000,142500,140000,141000,112923.0390625,539842,144550,2500
"2018-06-11",140000,140500,139000,139500,111721.75,441032,143925,1500
"2018-06-12",140000,142000,139500,140500,112522.6328125,486396,143300,2500
"2018-06-14",138500,139000,135000,135000,108117.8203125,1036041,142500,4000
"2018-06-15",136000,136500,133000,134000,107316.953125,762750,141775,3500
"2018-06-18",134500,136500,134500,135000,108117.8203125,497745,141000,2000
"2018-06-19",134000,135000,131000,131500,105314.7734375,781548,140100,4000
"2018-06-20",130500,131500,129000,129500,103713.0234375,595333,139075,2500
"2018-06-21",129500,130500,127000,127000,101710.8359375,608003,137975,3500
"2018-06-22",126000,131000,125000,130000,104113.4609375,716503,137250,6000
"2018-06-25",129500,130000,128000,129000,103312.578125,563769,136700,2000
"2018-06-26",128000,131000,127500,129500,103713.0234375,703936,136225,3500
"2018-06-27",129000,130500,125500,127500,102111.2734375,935679,135675,5000
"2018-06-28",126000,126500,123000,125000,100900.4765625,1101059,134925,3500
"2018-06-29",124500,126000,123500,125500,101304.0625,496503,134325,2500
"2018-07-02",125000,125500,123000,123500,99689.65625,428578,133550,2500
"2018-07-03",125500,125500,119500,122000,98478.84375,556533,132650,6000
"2018-07-04",120500,122500,118000,119500,96460.8515625,510210,131475,4500
"2018-07-05",119000,122000,118000,121500,98075.2578125,845590,130425,4000
"2018-07-06",122500,126000,122500,123500,99689.65625,658197,129475,3500
"2018-07-09",124000,125000,122500,124500,100496.8515625,303024,128650,2500
"2018-07-10",123500,125500,122500,123500,99689.65625,328075,127850,3000
"2018-07-11",121000,123000,120500,121500,98075.2578125,384762,126900,2500
"2018-07-12",121500,125000,121000,123000,99286.0546875,613187,126300,4000
"2018-07-13",123500,125000,122000,122500,98882.4453125,306680,125725,3000
"2018-07-16",122500,127500,122500,126000,101707.671875,494043,125275,5000
"2018-07-17",126000,129000,125000,126500,102111.2734375,436989,125025,4000
"2018-07-18",127000,128500,124000,124000,100093.2734375,325090,124750,4500
"2018-07-19",125000,125500,123500,124000,100093.2734375,359064,124600,2000
"2018-07-20",124500,128500,122500,127000,102514.8828125,463776,124450,6000
"2018-07-23",127500,131000,127000,129500,104532.890625,660426,124475,4000
"2018-07-24",129500,130000,126500,129500,104532.890625,479217,124475,3500
"2018-07-25",130000,130500,129000,130500,105340.1015625,305338,124625,1500
"2018-07-26",131000,131500,128000,130000,104936.46875,484321,124875,3500
"2018-07-27",129500,131500,129000,129500,104532.890625,365369,125075,2500
"2018-07-30",129000,131000,128500,130500,105340.1015625,179748,125425,2500
"2018-07-31",131000,131000,128500,129500,104532.890625,306556,125800,2500
"2018-08-01",130000,130500,128000,128500,103725.6796875,244440,126250,2500
"2018-08-02",128000,128500,124000,125500,101304.0625,425332,126450,4500
"2018-08-03",124000,125500,124000,124000,100093.2734375,468331,126475,1500
"2018-08-06",124500,126000,124000,124500,100496.8515625,317150,126475,2000
"2018-08-07",124000,126000,123500,125000,100900.4765625,285278,126550,2500
"2018-08-08",125500,129500,125500,127500,102918.4921875,816582,126850,4000
"2018-08-09",126500,127500,125500,126000,101707.671875,532068,127000,2000
"2018-08-10",126000,127000,124500,126000,101707.671875,194355,127175,2500
"2018-08-13",125000,126000,123000,123500,99689.65625,319273,127050,3000
"2018-08-14",124500,125000,122500,123000,99286.0546875,291859,126875,2500
"2018-08-16",122000,127000,122000,126500,102111.2734375,561446,127000,5000
"2018-08-17",125500,127000,125000,126500,102111.2734375,207735,127125,2000
"2018-08-20",127500,128000,126000,127500,102918.4921875,310969,127150,2000
"2018-08-21",127000,127500,124000,125500,101304.0625,339831,126950,3500
"2018-08-22",125500,127000,124500,126000,101707.671875,329800,126775,2500
"2018-08-23",125500,126000,123000,124500,100496.8515625,229027,126475,3000
"2018-08-24",123500,124500,123000,124500,100496.8515625,232363,126200,1500
"2018-08-27",125000,125500,123500,124000,100093.2734375,226756,125925,2000
"2018-08-28",125000,127000,124000,125000,100900.4765625,402853,125650,3000
"2018-08-29",125000,125000,123500,124000,100093.2734375,309579,125375,1500
"2018-08-30",124000,125000,123000,123500,99689.65625,385998,125125,2000
"2018-08-31",124000,126000,123000,125000,100900.4765625,529278,125100,3000
"2018-09-03",124500,126000,123500,125000,100900.4765625,264041,125150,2500
"2018-09-04",125500,127000,124500,126500,102111.2734375,297393,125250,2500
"2018-09-05",126500,131000,126500,129000,104129.2890625,871735,125450,4500
"2018-09-06",130000,136000,130000,134000,108165.3046875,935048,125775,6000
"2018-09-07",136000,137000,131500,133000,107358.109375,793026,126125,5500
"2018-09-10",131500,133500,130000,131000,105743.6875,320236,126375,3500
"2018-09-11",130000,130500,128000,128000,103322.09375,514468,126600,2500
"2018-09-12",128500,131000,128000,129500,104532.890625,340635,126925,3000
"2018-09-13",130500,130500,128000,128500,103725.6796875,411245,127025,2500
"2018-09-14",129500,131000,129000,129500,104532.890625,259936,127175,2000
"2018-09-17",129000,129500,128000,128500,103725.6796875,305158,127225,1500
"2018-09-18",128500,130000,128000,128000,103322.09375,368661,127350,2000
"2018-09-19",128500,129000,125500,126500,102111.2734375,420484,127375,3500
"2018-09-20",126500,130000,126000,129000,104129.2890625,378436,127600,4000
"2018-09-21",131000,131000,127500,129000,104129.2890625,765535,127825,3500
"2018-09-27",130000,130500,128500,130500,105340.1015625,465760,128150,2000
"2018-09-28",130000,130500,128000,129500,104532.890625,295867,128375,2500
"2018-10-01",130000,130000,128500,129000,104129.2890625,233662,128625,1500
"2018-10-02",128500,129500,128000,128500,103725.6796875,215297,128875,1500
"2018-10-04",128500,129000,122500,124500,100496.8515625,671140,128850,6500
"2018-10-05",126000,126000,123000,124500,100496.8515625,284015,128825,3000
"2018-10-08",123500,124000,121500,122000,98478.84375,386710,128600,2500
"2018-10-10",122500,123000,119500,120000,96864.4453125,536984,128150,3500
"2018-10-11",118500,120500,116000,116000,93635.6328125,701523,127250,4500
"2018-10-12",115500,118000,114500,115500,93232.03125,672541,126375,3500
"2018-10-15",116500,117000,111500,113500,91617.625,697689,125500,5500
"2018-10-16",114000,117500,113500,116500,94039.25,503295,124925,4000
"2018-10-17",117500,119500,116500,118500,95653.640625,385112,124375,3000
"2018-10-18",118000,118500,114000,116000,93635.6328125,708181,123750,4500
"2018-10-19",114500,117500,114000,115500,93232.03125,493067,123050,3500
"2018-10-22",115000,118000,114500,118000,95250.0390625,378176,122525,3500
"2018-10-23",117000,118000,114000,116500,94039.25,575347,121950,4000
"2018-10-24",117500,118500,116000,117000,94442.84375,776694,121475,2500
"2018-10-25",116000,116000,102500,110000,88792.4296875,1633392,120525,13500
"2018-10-26",110000,113000,107500,108000,87178.015625,867074,119475,5500
"2018-10-29",106000,108500,104000,106000,85563.6015625,876545,118250,4500
"2018-10-30",106500,109500,106000,107500,86774.3984375,429587,117150,3500
"2018-10-31",106500,107000,103500,106500,85967.203125,752213,116025,3500
"2018-11-01",106500,109000,104500,108500,87581.6015625,487868,115025,4500
"2018-11-02",107000,110500,106500,110000,88792.4296875,586857,114300,4000
"2018-11-05",107000,107500,103500,104000,83949.1875,921610,113275,4000
"2018-11-06",105000,108500,104500,107500,86774.3984375,775343,112550,4000
"2018-11-07",106500,108000,105500,107500,86774.3984375,619311,111925,2500
"2018-11-08",109000,109000,105500,105500,85160.0078125,588487,111400,3500
"2018-11-09",106000,110000,104500,105000,84756.3984375,668003,110875,5500
"2018-11-12",105000,105500,100500,102000,82334.7734375,792697,110300,5000
"2018-11-13",99900,102500,99600,102500,82738.390625,397209,109600,2900
"2018-11-14",103500,104500,100500,101500,81931.1875,637102,108750,4000
"2018-11-15",101000,103500,100500,103000,83141.9921875,449187,108100,3000
"2018-11-16",104000,104500,102000,103000,83141.9921875,361507,107475,2500
"2018-11-19",103000,103500,101000,101500,81931.1875,555495,106650,2500
"2018-11-20",101000,101000,97100,97500,78702.375,1295271,105700,3900
"2018-11-21",96500,97900,95800,97800,78944.5234375,883111,104740,2100
"2018-11-22",98000,98000,92500,92800,74908.5078125,1527106,103880,5500
"2018-11-23",92800,94000,92600,93700,75634.9765625,558490,103165,1400
"2018-11-26",93600,95800,93500,95100,76765.078125,663188,102620,2300
"2018-11-27",95900,101500,95800,101000,81527.578125,1436195,102295,5700
"2018-11-28",100500,101500,99800,101000,81527.578125,602728,102020,1700
"2018-11-29",102000,103000,99100,1e+05,80720.375,811011,101595,3900
"2018-11-30",103000,108000,102500,107000,86370.796875,3017114,101445,5500
"2018-12-03",108500,109000,106500,108500,87581.6015625,723565,101670,2500
"2018-12-04",108500,108500,105500,107500,86774.3984375,612079,101670,3000
"2018-12-05",106000,108500,106000,107500,86774.3984375,519108,101670,2500
"2018-12-06",107500,112500,106000,110500,89196.0234375,896541,101920,6500
"2018-12-07",110000,112000,109500,111000,89599.6171875,566780,102220,2500
"2018-12-10",108500,111000,108500,110500,89196.0234375,367098,102645,2500
"2018-12-11",109500,112500,108500,111500,90003.203125,372363,103095,4000
"2018-12-12",111500,121500,111000,118500,95653.640625,1558536,103945,10500
"2018-12-13",116500,120000,116500,118500,95653.640625,1093587,104720,3500
"2018-12-14",119000,120000,115000,116500,94039.25,534429,105395,5000
"2018-12-17",115000,118500,112500,116500,94039.25,602835,106145,6000
"2018-12-18",117500,120000,116000,118000,95250.0390625,889260,107170,4000
"2018-12-19",118500,123500,118500,123000,99286.0546875,841175,108430,5000
"2018-12-20",121500,124500,120500,121500,98075.2578125,682779,109865,4000
"2018-12-21",120500,122500,119500,122500,98882.4453125,643918,111305,3000
"2018-12-24",122000,124000,121500,123000,99286.0546875,301455,112700,2500
"2018-12-26",121500,122000,118500,120000,96864.4453125,550552,113650,3500
"2018-12-27",118000,120000,117500,118500,98106.296875,458613,114525,2500
"2018-12-28",118500,120000,117500,118500,98106.296875,398062,115450,2500
"2019-01-02",117500,118000,113500,114000,94380.7421875,565493,115800,4500
"2019-01-03",113000,118500,113000,116500,96450.5078125,608591,116200,5500
"2019-01-04",116000,123000,116000,119500,98934.203125,1326978,116800,7000
"2019-01-07",121000,121500,119500,120500,99762.1171875,428416,117450,2000
"2019-01-08",121500,123500,118500,119500,98934.203125,582117,117900,5000
"2019-01-09",119000,124000,119000,123000,101831.8515625,846392,118500,5000
"2019-01-10",121500,123000,119500,123000,101831.8515625,648837,119125,3500
"2019-01-11",123000,124500,122000,123000,101831.8515625,440529,119700,2500
"2019-01-14",122500,124000,121000,121500,100590.0078125,297709,119850,3000
"2019-01-15",121000,128000,120500,127500,105557.421875,828015,120300,7500
"2019-01-16",127000,129000,126000,128500,106385.3125,397335,120900,3000
"2019-01-17",128500,130000,127500,129500,107213.21875,513711,121550,2500
"2019-01-18",129500,131500,129500,131000,108455.0625,556106,122200,2000
"2019-01-21",132000,132000,126500,127000,105143.46875,657273,122400,5500
"2019-01-22",126500,128000,125000,127500,105557.421875,446263,122700,3000
"2019-01-23",128000,130000,127000,129000,106799.265625,422209,123025,3000
"2019-01-24",128000,130000,124500,130000,107627.1484375,778826,123375,5500
"2019-01-25",127500,130000,127500,128500,106385.3125,535338,123800,2500
"2019-01-28",128500,130000,125500,126500,104729.5078125,541428,124200,4500
"2019-01-29",126500,128500,126000,128000,105971.375,445671,124675,2500
"2019-01-30",128500,129500,126500,129500,107213.21875,463542,125450,3000
"2019-01-31",130000,131000,128500,129500,107213.21875,509642,126100,2500
"2019-02-01",129500,130000,128500,129500,107213.21875,392755,126600,1500
"2019-02-07",128500,129000,125500,126000,104315.5546875,530165,126875,3500
"2019-02-08",125500,126500,124500,125500,103901.6015625,365392,127175,2000
"2019-02-11",126000,129000,126000,127500,105557.421875,425879,127400,3000
"2019-02-12",129000,129000,126500,128500,106385.3125,443035,127675,2500
"2019-02-13",128500,128500,124000,124500,103073.6953125,620173,127750,4500
"2019-02-14",123500,124000,119500,121500,100590.0078125,1072937,127750,4500
"2019-02-15",121000,121500,120000,121000,100176.0546875,446734,127425,1500
"2019-02-18",121000,122000,118500,120500,99762.1171875,557734,127025,3500
"2019-02-19",119500,120500,119000,119500,98934.203125,470357,126525,1500
"2019-02-20",119500,121500,119000,119000,98520.25,735087,125925,2500
"2019-02-21",118500,121000,118500,120000,99348.1484375,588691,125575,2500
"2019-02-22",119500,121500,119500,121000,100176.0546875,353516,125250,2000
"2019-02-25",120500,122500,120000,121000,100176.0546875,314081,124850,2500
"2019-02-26",121500,124000,121500,122500,101417.890625,781497,124475,2500
"2019-02-27",128000,130000,126000,129000,106799.265625,1233285,124500,4000
"2019-02-28",127500,129000,126000,126500,104729.5078125,946738,124500,3000
"2019-03-04",125000,126000,121000,122000,101003.9375,937284,124200,5000
"2019-03-05",121500,122000,119500,121500,100590.0078125,428825,123800,2500
"2019-03-06",122500,126500,121500,124500,103073.6953125,599316,123550,5000
"2019-03-07",126500,129000,123000,125500,103901.6015625,791500,123350,6000
"2019-03-08",125000,125000,120000,120000,99348.1484375,467762,123050,5000
"2019-03-11",121000,121500,119000,121000,100176.0546875,281873,122825,2500
"2019-03-12",121500,125500,121500,125500,103901.6015625,621289,122725,4000
"2019-03-13",126000,126000,120500,122500,101417.890625,797741,122425,5500
"2019-03-14",124000,124000,117000,119000,98520.25,1326511,122150,7000
